text,intent,norm,key
"skip the voice assistant, do the basics instead",Help_Home,skip the voice assistant do the basics instead,assistant basic instead skip voice
"my score is not what i wanted, my activity summary is",Help_Health,my score is not what i wanted my activity summary is,activity not score summary want what
"my aerobics is not what i wanted, my standing time is",Cmd.ActivityStand,my aerobics is not what i wanted my standing time is,aerobic not stand time want what
"a remote appointment is not what i wanted, a remote adjustment is",Help_RemoteProgramming,a remote appointment is not what i wanted a remote adjustment is,adjustment appointment not remote want what
"the app settings is not what i wanted, the basics is",Help_Home,the app settings is not what i wanted the basics is,app basic not setting want what
"a different program is not what i wanted, how to make a new program is",Help_MemoryOptions,a different program is not what i wanted how to make a new program is,different how make new not program want what
not how to change programs — i meant how to personalise the sound,Help_Customize,not how to change programs i meant how to personalise the sound,change how meant not personalise program sound
"i am not after how to change programs, i am after how to personalise the sound",Help_Customize,i am not after how to change programs i am after how to personalise the sound,after am change how not personalise program sound
"my cycling is not what i wanted, my calories is",Cmd.ActivityCalories,my cycling is not what i wanted my calories is,calori cycl not want what
not how to change programs — i meant how to make a new program,Help_MemoryOptions,not how to change programs i meant how to make a new program,change how make meant new not program
"speech enhancement is not what i wanted, mask mode is",Help_MaskMode,speech enhancement is not what i wanted mask mode is,enhancement mask mode not speech want what
"my step count is not what i wanted, my aerobics is",Cmd.ActivityAerobics,my step count is not what i wanted my aerobics is,aerobic count not step want what
"the tinnitus masker is not what i wanted, mask mode is",Help_MaskMode,the tinnitus masker is not what i wanted mask mode is,mask masker mode not tinnitu want what
"skip edge mode, do the tinnitus masker instead",Help_Tinnitus,skip edge mode do the tinnitus masker instead,edge instead masker mode skip tinnitu
"the cros system is not what i wanted, speech enhancement is",Help_IntelliVoice,the cros system is not what i wanted speech enhancement is,cros enhancement not speech system want what
not my running — i meant my step count,Cmd.ActivityStep,not my running i meant my step count,count meant not runn step
"skip my walking, do my cycling instead",Cmd.ActivityCycle,skip my walking do my cycling instead,cycl instead skip walk
"i am not after to share my data, i am after a remote adjustment",Help_RemoteProgramming,i am not after to share my data i am after a remote adjustment,adjustment after am data not remote share
not my score — i meant my heart rate recovery,Help_HeartRateRecovery,not my score i meant my heart rate recovery,heart meant not rate recovery score
"i am not after my calories, i am after my workout",Cmd.ActivityExercise,i am not after my calories i am after my workout,after am calori not workout
"i am not after my heart rate recovery, i am after my heart rate",Help_HeartRate,i am not after my heart rate recovery i am after my heart rate,after am heart not rate recovery
"i am not after how reminders work, i am after that reminder marked done",reminders.complete,i am not after how reminders work i am after that reminder marked done,after am done how mark not reminder work
"skip my standing time, do my cycling instead",Cmd.ActivityCycle,skip my standing time do my cycling instead,cycl instead skip stand time
"i am not after demo mode, i am after mask mode",Help_MaskMode,i am not after demo mode i am after mask mode,after am demo mask mode not
"skip my standing time, do my workout instead",Cmd.ActivityExercise,skip my standing time do my workout instead,instead skip stand time workout
"i am not after muted, i am after quieter",Cmd.VolumeDecrease,i am not after muted i am after quieter,after am mut not quieter
"skip my activity summary, do my heart rate instead",Help_HeartRate,skip my activity summary do my heart rate instead,activity heart instead rate skip summary
not my aerobics — i meant my step count,Cmd.ActivityStep,not my aerobics i meant my step count,aerobic count meant not step
not the app settings — i meant the voice assistant,Help_VoiceAssistant,not the app settings i meant the voice assistant,app assistant meant not setting voice
"i am not after how reminders work, i am after a new reminder",reminders.add,i am not after how reminders work i am after a new reminder,after am how new not reminder work
"skip my cycling, do my running instead",Cmd.ActivityRun,skip my cycling do my running instead,cycl instead runn skip
"i am not after my walking, i am after my step count",Cmd.ActivityStep,i am not after my walking i am after my step count,after am count not step walk
not how to change programs — i meant a different program,Cmd.MemoryChange,not how to change programs i meant a different program,change different how meant not program
"i am not after my cycling, i am after my step count",Cmd.ActivityStep,i am not after my cycling i am after my step count,after am count cycl not step
"skip the cros system, do demo mode instead",Help_DemoMode,skip the cros system do demo mode instead,cros demo instead mode skip system
"how to make a new program is not what i wanted, how to change programs is",Help_ChangingMemories,how to make a new program is not what i wanted how to change programs is,change how make new not program want what
"how to clean them is not what i wanted, how to put them in is",Help_InsertDevice,how to clean them is not what i wanted how to put them in is,clean how in not put them want what
"skip mask mode, do speech enhancement instead",Help_IntelliVoice,skip mask mode do speech enhancement instead,enhancement instead mask mode skip speech
"skip the tinnitus masker, do demo mode instead",Help_DemoMode,skip the tinnitus masker do demo mode instead,demo instead masker mode skip tinnitu
"i am not after edge mode, i am after speech enhancement",Help_IntelliVoice,i am not after edge mode i am after speech enhancement,after am edge enhancement mode not speech
not demo mode — i meant the cros system,Help_WiCROS,not demo mode i meant the cros system,cros demo meant mode not system
"skip my activity summary, do my heart rate recovery instead",Help_HeartRateRecovery,skip my activity summary do my heart rate recovery instead,activity heart instead rate recovery skip summary
