row,text,true_intent,pytorch_prediction,onnx_prediction,prediction_same,max_abs_logit_diff,mean_abs_logit_diff,cosine_similarity
204,turn up volume,Cmd.VolumeIncrease,Cmd.VolumeIncrease,Cmd.VolumeIncrease,True,2.3841858e-06,4.6062888e-07,1.0
205,how many steps have i taken this week?,Cmd.ActivityStep,Cmd.ActivityStep,Cmd.ActivityStep,True,3.33786e-06,8.389092e-07,1.0000001
206,i need it more quiet,Cmd.VolumeDecrease,Cmd.VolumeIncrease,Cmd.VolumeIncrease,True,9.536743e-07,3.6096102e-07,1.0
207,how do i increase the volume in the left hearing aid?,Help_Volume,Help_Volume,Help_Volume,True,2.3841858e-06,5.4872874e-07,1.0000001
208,what's the firmware version of my hearing aid?,Help_DeviceSettings,Help_RemoteProgramming,Help_RemoteProgramming,True,2.6226044e-06,7.794353e-07,1.0
209,on the phone with pt ptt,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,5.4676804e-07,1.0000001
210,can you increase volume in my hearing aids,Cmd.VolumeIncrease,Cmd.VolumeIncrease,Cmd.VolumeIncrease,True,1.9073486e-06,6.0166707e-07,0.9999999
211,can you i'll let you sleep,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,5.606072e-07,0.99999994
212,please take us to see forget it we are in the car and the drone noise will cost if i have them in the road noises being amplified as well,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.4305115e-06,4.923919e-07,1.0
213,can you switch program to telephone,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,3.8425225e-07,0.9999998
214,please set a reminder for 8 a.m.,reminders.add,reminders.add,reminders.add,True,2.861023e-06,5.696426e-07,1.0
215,switch program to office,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,3.327926e-07,1.0000001
216,can you school memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.2474846e-07,1.0000001
217,can you tell me about the reminders feature,Help_Reminder,Default Fallback Intent,Default Fallback Intent,True,1.66893e-06,5.3928477e-07,1.0000001
218,how do i remove accessories from my app?,Help_Accessories,Help_Accessories,Help_Accessories,True,3.8146973e-06,6.3967155e-07,1.0000001
219,please set to everyday program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.1108905e-07,1.0
220,how does self check work?,Help_SelfCheck,Help_SelfCheck,Help_SelfCheck,True,1.9073486e-06,5.340236e-07,1.0000001
221,compose a message to my coworker,Cmd.SendMessage,Cmd.SendMessage,Cmd.SendMessage,True,1.9073486e-06,5.1644287e-07,1.0
222,explain my brain score,Help_ThriveScore,Help_ThriveScore,Help_ThriveScore,True,1.5497208e-06,5.2454703e-07,1.0
223,start writing down the speech,Cmd.TranscribeStart,Cmd.TranscribeStart,Cmd.TranscribeStart,True,1.9073486e-06,5.165736e-07,0.99999994
224,talking about my daughter,Default Fallback Intent,Cmd.ActivityRun,Cmd.ActivityRun,True,3.8146973e-06,1.0735004e-06,0.9999999
225,can the audiologist adjust the hearing aid remotely?,Help_RemoteProgramming,Help_RemoteProgramming,Help_RemoteProgramming,True,1.9073486e-06,5.814067e-07,1.0
226,remind me to deliver to saint barbara catholic church on friday 9 to 9:30,reminders.add,reminders.add,reminders.add,True,1.4305115e-06,4.0363847e-07,1.0000001
227,how do i let another person hear with me,Help_HearShare,Help_HearShare,Help_HearShare,True,1.9073486e-06,5.861123e-07,0.9999999
228,can you self check user guide,Help_SelfCheck,Help_SelfCheck,Help_SelfCheck,True,1.9073486e-06,6.2691896e-07,1.0
229,i'm new to this,Help_Home,Help_WhatsNew,Help_WhatsNew,True,2.1457672e-06,5.491372e-07,1.0
230,dnn speech enhancement user guide,Help_IntelliVoice,Help_IntelliVoice,Help_IntelliVoice,True,1.9073486e-06,5.484673e-07,0.99999994
231,how does hearshare connect another person,Help_HearShare,Help_HearShare,Help_HearShare,True,1.9073486e-06,4.7213152e-07,0.99999994
232,can you music program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,3.9627776e-07,1.0
233,tell me my calories for today,Cmd.ActivityCalories,Cmd.ActivityCalories,Cmd.ActivityCalories,True,1.9073486e-06,6.0571915e-07,1.0
234,i want to send a voice message,Cmd.SendMessage,Cmd.SendMessage,Cmd.SendMessage,True,1.9073486e-06,5.173334e-07,1.0000001
235,i want you to remind me something,reminders.add,reminders.add,reminders.add,True,1.66893e-06,4.2442167e-07,0.99999994
236,can you connect left aid,Help_Pairing,Help_Pairing,Help_Pairing,True,3.0994415e-06,1.0226248e-06,1.0
237,please remind me to visit my family on thanksgiving day,reminders.add,reminders.add,reminders.add,True,1.4305115e-06,3.9978246e-07,1.0
238,find me a hotel,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.1457672e-06,6.117319e-07,1.0000001
239,pull back the volume,Cmd.VolumeDecrease,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,2.861023e-06,6.181531e-07,0.99999994
240,please my right hearing aid is at 0%,Default Fallback Intent,Help_SelfCheck,Help_SelfCheck,True,1.66893e-06,5.9134084e-07,0.99999994
241,can you turn the sound on,Cmd.VolumeUnmute,Cmd.VolumeUnmute,Cmd.VolumeUnmute,True,2.2649765e-06,6.1277757e-07,1.0000001
242,note down my walk,Cmd.ActivityWalk,Cmd.ActivityWalk,Cmd.ActivityWalk,True,1.9073486e-06,4.8918946e-07,1.0000001
243,how do i find heart rate recovery?,Help_HeartRateRecovery,Help_HeartRateRecovery,Help_HeartRateRecovery,True,2.3841858e-06,7.291439e-07,1.0
244,where can i learn more,Help_Home,Default Fallback Intent,Default Fallback Intent,True,2.861023e-06,8.017217e-07,0.99999994
245,please change to home,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,5.0742375e-07,1.0
246,can you help with tinnitus sound adjustments in my hearing aids,Help_Tinnitus,Help_Tinnitus,Help_Tinnitus,True,2.6226044e-06,5.152665e-07,0.99999994
247,please where's my phone,Cmd.FindMyPhone,Default Fallback Intent,Default Fallback Intent,True,3.8146973e-06,1.1558857e-06,1.0
248,make everything quieter,Cmd.VolumeDecrease,Cmd.VolumeIncrease,Cmd.VolumeIncrease,True,2.3841858e-06,6.3996566e-07,1.0
249,inserting hearing aids help,Help_InsertDevice,Help_CleanCare,Help_CleanCare,True,1.9073486e-06,5.9735356e-07,0.99999994
250,set a reminder so i don't forget,reminders.add,reminders.add,reminders.add,True,1.66893e-06,4.6141315e-07,1.0
251,can you help me transcribe,Help_Transcribe,Help_Transcribe,Help_Transcribe,True,2.861023e-06,6.9904746e-07,1.0000001
252,can you switch to tinnitus program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,3.659281e-07,1.0
253,please show me my jogging goal,Cmd.ActivityRun,Cmd.ActivityRun,Cmd.ActivityRun,True,2.1457672e-06,6.7029083e-07,1.0
254,any new messages read them,Cmd.ListenMessage,Cmd.ActivityExercise,Cmd.ActivityExercise,True,1.9073486e-06,6.5144786e-07,1.0
255,please increase the right hearing aid,Cmd.VolumeIncrease,Help_SelfCheck,Help_SelfCheck,True,2.861023e-06,6.5408256e-07,1.0
256,remind me once about running,reminders.add,reminders.add,reminders.add,True,2.861023e-06,5.651004e-07,0.99999994
257,what is transcribe,Help_Transcribe,Help_Transcribe,Help_Transcribe,True,1.9073486e-06,4.4324418e-07,1.0
258,how does my provider adjust my aids remotely,Help_RemoteProgramming,Help_HearingCareAnywhereConnect,Help_HearingCareAnywhereConnect,True,2.861023e-06,8.9678196e-07,1.0000001
259,what is a cros hearing aid,Help_WiCROS,Help_WiCROS,Help_WiCROS,True,2.3841858e-06,6.650624e-07,1.0000001
260,change program to car,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,3.307012e-07,1.0
261,make a reminder for me,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,4.718701e-07,1.0
262,we searched for relief you can go in,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,6.4800446e-07,0.99999994
263,please make volume louder,Cmd.VolumeIncrease,Cmd.VolumeIncrease,Cmd.VolumeIncrease,True,1.9073486e-06,6.21666e-07,1.0000001
264,play my message,Cmd.ListenMessage,Cmd.ListenMessage,Cmd.ListenMessage,True,1.9073486e-06,4.274934e-07,1.0
265,thursday,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.4305115e-06,5.058552e-07,1.0
266,can you switch to meeting memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,2.4482347e-07,1.0000001
267,help me send information,Cmd.SendMessage,Cmd.SendMessage,Cmd.SendMessage,True,2.1457672e-06,6.4303737e-07,1.0
268,my hearing aid won't stay in it keeps coming out,Help_InsertDevice,Help_InsertDevice,Help_InsertDevice,True,3.0994415e-06,9.041345e-07,0.99999994
269,can you remind me to call mom on christmas,reminders.add,reminders.add,reminders.add,True,2.6226044e-06,6.0911765e-07,1.0
270,what does alert sent mean?,Help_FallAlert,Help_FallAlert,Help_FallAlert,True,1.9073486e-06,6.0702627e-07,1.0000001
271,what does the activity score mean?,Help_ThriveScore,Help_ThriveScore,Help_ThriveScore,True,2.861023e-06,6.515663e-07,0.99999994
272,can you switch memory to auditorium,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,4.010365e-07,0.99999994
273,can you switch program to two,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,3.240349e-07,0.99999994
274,search genesis,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,5.241222e-07,1.0000001
275,can you switch program to everyday,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,3.6625485e-07,1.0000001
276,can you crowd setting,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,4.3200296e-07,1.0
277,how do i personalize my sound settings,Help_Customize,Help_Customize,Help_Customize,True,2.861023e-06,7.845412e-07,1.0000001
278,how are you feeling today,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,7.0113884e-07,0.99999994
279,creating a demo with your capabilities,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,6.6359183e-07,1.0
280,stream from an accessory mic to my aids,Help_Accessories,Help_Accessories,Help_Accessories,True,3.33786e-06,9.3302185e-07,0.9999999
281,how many calories did i burn while exercising,Cmd.ActivityExercise,Cmd.ActivityCalories,Cmd.ActivityCalories,True,2.861023e-06,6.676766e-07,0.9999999
282,please help with tinnitus volume adjustment on my hearing aids,Help_Tinnitus,Help_Tinnitus,Help_Tinnitus,True,1.9073486e-06,5.744136e-07,1.0
283,change to theater memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.1920929e-06,3.822017e-07,0.99999994
284,can you switch program to automatic,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.1920929e-06,4.0324633e-07,0.9999999
285,how does mask mode help with covered faces,Help_MaskMode,Help_MaskMode,Help_MaskMode,True,1.9073486e-06,5.3931745e-07,1.0
286,stop stream,Cmd.StreamingStop,Cmd.StreamingStop,Cmd.StreamingStop,True,9.536743e-07,3.22401e-07,1.0
287,can you he forgot them and you need them let me know if i have a free afternoon i can drive over,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,6.296721e-07,1.0
288,please set an alarm for 8 a.m.,reminders.add,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,5.31344e-07,1.0
289,please switch memory to quiet,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,3.3521076e-07,1.0
290,remind me at,reminders.add,reminders.add,reminders.add,True,9.536743e-07,3.0351313e-07,1.0
291,i need a reminder,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,5.155279e-07,0.9999999
292,can you volume decrease,Cmd.VolumeDecrease,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,2.3841858e-06,4.404012e-07,0.9999999
293,can you phone missing,Cmd.FindMyPhone,Cmd.FindMyPhone,Cmd.FindMyPhone,True,1.1920929e-06,4.8052976e-07,1.0000002
294,how do i enable heart rate tracking,Help_HeartRate,Help_HeartRate,Help_HeartRate,True,1.9073486e-06,5.139593e-07,1.0000001
295,what improvements are new,Help_WhatsNew,Help_WhatsNew,Help_WhatsNew,True,2.3841858e-06,6.771859e-07,1.0000001
296,what should i watch tonight,Default Fallback Intent,Cmd.BatteryLevel,Cmd.BatteryLevel,True,1.4305115e-06,5.333047e-07,1.0
297,play tv stream,Cmd.StreamingStart,Cmd.StreamingStart,Cmd.StreamingStart,True,1.9073486e-06,4.5461613e-07,1.0000001
298,can you change memory to outdoors,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,3.835742e-07,1.0000001
299,how to set daily reminder,Help_Reminder,reminders.add,reminders.add,True,1.9073486e-06,4.6677235e-07,1.0
300,switch to telephone,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,4.2991158e-07,1.0
301,are both of my hearing aids working,Help_SelfCheck,Cmd.BatteryLevel,Cmd.BatteryLevel,True,3.33786e-06,6.9904746e-07,1.0000001
302,please let me hear the tv,Cmd.StreamingStart,Cmd.StreamingStart,Cmd.StreamingStart,True,2.3841858e-06,6.253259e-07,1.0
303,how do i adjust my loudness of the white noise in my hearing aid?,Help_Tinnitus,Help_Tinnitus,Help_Tinnitus,True,3.33786e-06,9.0701013e-07,1.0000002
304,please listen to my tv,Cmd.StreamingStart,Cmd.StreamingStart,Cmd.StreamingStart,True,3.8146973e-06,6.8408093e-07,0.99999994
305,how do i diagnose my hearing aids,Help_SelfCheck,Help_DeviceSettings,Help_DeviceSettings,True,1.9073486e-06,8.067541e-07,0.99999994
306,hearing aid audio stream,Cmd.StreamingStart,Cmd.StreamingStart,Cmd.StreamingStart,True,1.9073486e-06,4.423292e-07,1.0
307,does a clip on mic send audio to my aids,Help_Accessories,Help_SelfCheck,Help_SelfCheck,True,2.503395e-06,9.113018e-07,1.0
308,please i can't find my android phone,Cmd.FindMyPhone,Default Fallback Intent,Default Fallback Intent,True,2.6226044e-06,6.2689446e-07,1.0
309,which version of the app am i using?,Help_AppSettings,Cmd.BatteryLevel,Cmd.BatteryLevel,True,1.4305115e-06,4.3919212e-07,1.0
310,how do i use self-check feature?,Help_SelfCheck,Default Fallback Intent,Default Fallback Intent,True,2.861023e-06,5.421278e-07,0.99999994
311,what is voice ai?,Help_IntelliVoice,Help_IntelliVoice,Help_IntelliVoice,True,1.9073486e-06,6.5721963e-07,0.99999976
312,am i close to my cycling goal?,Cmd.ActivityCycle,Cmd.ActivityCycle,Cmd.ActivityCycle,True,2.861023e-06,7.9921773e-07,0.9999999
313,ratchet the volume back,Cmd.VolumeDecrease,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,2.861023e-06,7.546e-07,0.99999994
314,please i'm walking and they didn't working,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.7881393e-06,5.4794447e-07,0.9999999
315,want to send a message,Cmd.SendMessage,Cmd.SendMessage,Cmd.SendMessage,True,1.9073486e-06,4.577532e-07,1.0000001
316,reduce the hearing aid volume,Cmd.VolumeDecrease,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,1.9073486e-06,6.5643536e-07,1.0000001
317,how do i adjust the cros balance on the transmitter?,Help_WiCROS,Help_WiCROS,Help_WiCROS,True,1.4305115e-06,5.6614607e-07,0.99999994
318,please all pre-program settings change when once changed,Default Fallback Intent,Help_MemoryOptions,Help_MemoryOptions,True,1.4305115e-06,5.222922e-07,0.99999994
319,what are the fall detections,Help_FallAlert,Help_FallAlert,Help_FallAlert,True,2.3841858e-06,7.0550135e-07,0.9999999
320,how to save edge mode setting?,Help_EdgeMode,Help_EdgeMode,Help_EdgeMode,True,1.9073486e-06,5.0101886e-07,0.99999994
321,how do i share my information with my son?,Help_HearShare,Help_HearShare,Help_HearShare,True,2.3841858e-06,6.788525e-07,1.0
322,track my walking distance,Cmd.ActivityWalk,Cmd.ActivityWalk,Cmd.ActivityWalk,True,2.3841858e-06,6.5538967e-07,1.0
323,i'd like to stream now,Cmd.StreamingStart,Cmd.StreamingStart,Cmd.StreamingStart,True,1.9073486e-06,7.119879e-07,0.9999999
324,please switch memory to telephone,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.1920929e-06,3.7288032e-07,1.0000001
325,please change to program one,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.338983e-07,0.99999994
326,are my hearing aids cros?,Help_WiCROS,Cmd.ActivityRun,Cmd.ActivityRun,True,3.8146973e-06,1.0032142e-06,0.9999999
327,can you memory number one,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.5043333e-07,1.0
328,give me some quiet,Cmd.VolumeDecrease,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,6.508801e-07,1.0
329,please pick up tv stream signal,Cmd.StreamingStart,Cmd.StreamingStart,Cmd.StreamingStart,True,1.9073486e-06,6.0467346e-07,1.0
330,play message i got.,Cmd.ListenMessage,Cmd.ListenMessage,Cmd.ListenMessage,True,2.1457672e-06,8.184528e-07,1.0
331,please set memory to two,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,2.986441e-07,0.9999998
332,reach out to my family for me,Cmd.SendMessage,Cmd.ActivityAerobics,Cmd.ActivityAerobics,True,3.33786e-06,8.7155456e-07,1.0000001
333,take me to amazon,Default Fallback Intent,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.6396204e-07,1.0000001
334,can you i was down 17 grand earlier today,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,6.048205e-07,1.0000001
335,can you i need to program new stamping to my phone,Default Fallback Intent,Help_ChangingMemories,Help_ChangingMemories,True,2.3841858e-06,5.6859693e-07,1.0000001
336,how do i adjust my tinnitus setting?,Help_Tinnitus,Help_Tinnitus,Help_Tinnitus,True,1.9073486e-06,3.8305134e-07,1.0000001
337,remind me of my appointment,reminders.add,reminders.add,reminders.add,True,1.4305115e-06,4.258595e-07,1.0000001
338,todays calorie count,Cmd.ActivityCalories,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,5.603621e-07,1.0
339,everything is way too loud,Cmd.VolumeDecrease,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,1.1920929e-06,3.5322452e-07,1.0
340,can you change memory to car,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,2.3841858e-06,5.875992e-07,1.0
341,start transcription,Cmd.TranscribeStart,Cmd.TranscribeStart,Cmd.TranscribeStart,True,1.9073486e-06,4.888463e-07,0.99999976
342,quiet it down for me,Cmd.VolumeDecrease,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,1.66893e-06,4.1853963e-07,0.9999999
343,how do i geotag my memory?,Help_MemoryOptions,Help_MemoryOptions,Help_MemoryOptions,True,3.8146973e-06,6.117319e-07,1.0
344,please switch to television program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.66893e-06,3.8095178e-07,1.0000001
345,please remind me to wake up tomorrow,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,6.280709e-07,1.0000001
346,how do i test drive the app?,Help_DemoMode,Help_Accessories,Help_Accessories,True,1.9073486e-06,6.065034e-07,0.99999994
347,how do i change the volume of my tv streamer?,Help_Accessories,Help_Accessories,Help_Accessories,True,2.3841858e-06,7.442738e-07,1.0000001
